year,domain,category,state,factor,n
2010,economic,teens not attending school,Rhode Island,pct,5
2011,economic,teens not attending school,Rhode Island,pct,7
2012,economic,teens not attending school,Rhode Island,pct,6
2008,economic,teens not attending school,Rhode Island,rank,14
2009,economic,teens not attending school,Rhode Island,rank,16
2010,economic,teens not attending school,Rhode Island,rank,3
2011,economic,teens not attending school,Rhode Island,rank,12
2012,economic,teens not attending school,Rhode Island,rank,8
2008,economic,spend >30% on housing,South Carolina,count,326000
2009,economic,spend >30% on housing,South Carolina,count,368000
2010,economic,spend >30% on housing,South Carolina,count,382000
2011,economic,spend >30% on housing,South Carolina,count,395000
2012,economic,spend >30% on housing,South Carolina,count,345000
2008,economic,spend >30% on housing,South Carolina,pct,31
2009,economic,spend >30% on housing,South Carolina,pct,34
2010,economic,spend >30% on housing,South Carolina,pct,35
2011,economic,spend >30% on housing,South Carolina,pct,36
2012,economic,spend >30% on housing,South Carolina,pct,32
2008,economic,spend >30% on housing,South Carolina,rank,13
2009,economic,spend >30% on housing,South Carolina,rank,17
2010,economic,spend >30% on housing,South Carolina,rank,19
2011,economic,spend >30% on housing,South Carolina,rank,23
2012,economic,spend >30% on housing,South Carolina,rank,17
2008,economic,children in poverty,South Carolina,count,228000
2009,economic,children in poverty,South Carolina,count,259000
2010,economic,children in poverty,South Carolina,count,278000
2011,economic,children in poverty,South Carolina,count,297000
2012,economic,children in poverty,South Carolina,count,288000
2008,economic,children in poverty,South Carolina,pct,22
2009,economic,children in poverty,South Carolina,pct,24
2010,economic,children in poverty,South Carolina,pct,26
2011,economic,children in poverty,South Carolina,pct,28
2012,economic,children in poverty,South Carolina,pct,27
2008,economic,children in poverty,South Carolina,rank,40
2009,economic,children in poverty,South Carolina,rank,41
2010,economic,children in poverty,South Carolina,rank,42
2011,economic,children in poverty,South Carolina,rank,45
2012,economic,children in poverty,South Carolina,rank,42
2008,economic,parents without full-time employment,South Carolina,count,318000
2009,economic,parents without full-time employment,South Carolina,count,365000
2010,economic,parents without full-time employment,South Carolina,count,397000
2011,economic,parents without full-time employment,South Carolina,count,381000
2012,economic,parents without full-time employment,South Carolina,count,384000
2008,economic,parents without full-time employment,South Carolina,pct,30
2009,economic,parents without full-time employment,South Carolina,pct,34
2010,economic,parents without full-time employment,South Carolina,pct,37
2011,economic,parents without full-time employment,South Carolina,pct,35
2012,economic,parents without full-time employment,South Carolina,pct,36
2008,economic,parents without full-time employment,South Carolina,rank,38
2009,economic,parents without full-time employment,South Carolina,rank,38
2010,economic,parents without full-time employment,South Carolina,rank,43
2011,economic,parents without full-time employment,South Carolina,rank,37
2012,economic,parents without full-time employment,South Carolina,rank,46
2008,economic,teens not attending school,South Carolina,count,22000
2009,economic,teens not attending school,South Carolina,count,27000
2010,economic,teens not attending school,South Carolina,count,24000
2011,economic,teens not attending school,South Carolina,count,30000
2012,economic,teens not attending school,South Carolina,count,27000
2008,economic,teens not attending school,South Carolina,pct,8
2009,economic,teens not attending school,South Carolina,pct,10
2010,economic,teens not attending school,South Carolina,pct,9
2011,economic,teens not attending school,South Carolina,pct,11
2012,economic,teens not attending school,South Carolina,pct,10
2008,economic,teens not attending school,South Carolina,rank,21
2009,economic,teens not attending school,South Carolina,rank,33
2010,economic,teens not attending school,South Carolina,rank,25
2011,economic,teens not attending school,South Carolina,rank,42
2012,economic,teens not attending school,South Carolina,rank,39
2008,economic,spend >30% on housing,South Dakota,count,49000
2009,economic,spend >30% on housing,South Dakota,count,47000
2010,economic,spend >30% on housing,South Dakota,count,45000
2011,economic,spend >30% on housing,South Dakota,count,50000
2012,economic,spend >30% on housing,South Dakota,count,44000
2008,economic,spend >30% on housing,South Dakota,pct,25
2009,economic,spend >30% on housing,South Dakota,pct,23
2010,economic,spend >30% on housing,South Dakota,pct,22
2011,economic,spend >30% on housing,South Dakota,pct,25
2012,economic,spend >30% on housing,South Dakota,pct,21
2008,economic,spend >30% on housing,South Dakota,rank,3
2009,economic,spend >30% on housing,South Dakota,rank,2
2010,economic,spend >30% on housing,South Dakota,rank,2
2011,economic,spend >30% on housing,South Dakota,rank,2
2012,economic,spend >30% on housing,South Dakota,rank,2
2008,economic,children in poverty,South Dakota,count,34000
2009,economic,children in poverty,South Dakota,count,35000
2010,economic,children in poverty,South Dakota,count,36000
2011,economic,children in poverty,South Dakota,count,36000
2012,economic,children in poverty,South Dakota,count,35000
2008,economic,children in poverty,South Dakota,pct,18
2009,economic,children in poverty,South Dakota,pct,19
2010,economic,children in poverty,South Dakota,pct,18
2011,economic,children in poverty,South Dakota,pct,18
2012,economic,children in poverty,South Dakota,pct,17
2008,economic,children in poverty,South Dakota,rank,27
2009,economic,children in poverty,South Dakota,rank,26
2010,economic,children in poverty,South Dakota,rank,16
2011,economic,children in poverty,South Dakota,rank,16
2012,economic,children in poverty,South Dakota,rank,13
2008,economic,parents without full-time employment,South Dakota,count,45000
2009,economic,parents without full-time employment,South Dakota,count,48000
2010,economic,parents without full-time employment,South Dakota,count,46000
2011,economic,parents without full-time employment,South Dakota,count,48000
2012,economic,parents without full-time employment,South Dakota,count,49000
2008,economic,parents without full-time employment,South Dakota,pct,23
2009,economic,parents without full-time employment,South Dakota,pct,24
2010,economic,parents without full-time employment,South Dakota,pct,23
2011,economic,parents without full-time employment,South Dakota,pct,24
2012,economic,parents without full-time employment,South Dakota,pct,24
2008,economic,parents without full-time employment,South Dakota,rank,10
2009,economic,parents without full-time employment,South Dakota,rank,5
2010,economic,parents without full-time employment,South Dakota,rank,2
2011,economic,parents without full-time employment,South Dakota,rank,3
2012,economic,parents without full-time employment,South Dakota,rank,5
2008,economic,teens not attending school,South Dakota,count,3000
2009,economic,teens not attending school,South Dakota,count,3000
2010,economic,teens not attending school,South Dakota,count,4000
2011,economic,teens not attending school,South Dakota,count,2000
2012,economic,teens not attending school,South Dakota,count,2000
2008,economic,teens not attending school,South Dakota,pct,6
2009,economic,teens not attending school,South Dakota,pct,7
2010,economic,teens not attending school,South Dakota,pct,8
2011,economic,teens not attending school,South Dakota,pct,5
2012,economic,teens not attending school,South Dakota,pct,4
2008,economic,teens not attending school,South Dakota,rank,8
2009,economic,teens not attending school,South Dakota,rank,8
2010,economic,teens not attending school,South Dakota,rank,16
2011,economic,teens not attending school,South Dakota,rank,2
2012,economic,teens not attending school,South Dakota,rank,1
2008,economic,spend >30% on housing,Tennessee,count,473000
2009,economic,spend >30% on housing,Tennessee,count,504000
2010,economic,spend >30% on housing,Tennessee,count,550000
2011,economic,spend >30% on housing,Tennessee,count,529000
2012,economic,spend >30% on housing,Tennessee,count,501000
2008,economic,spend >30% on housing,Tennessee,pct,32
2009,economic,spend >30% on housing,Tennessee,pct,34
2010,economic,spend >30% on housing,Tennessee,pct,37
2011,economic,spend >30% on housing,Tennessee,pct,35
2012,economic,spend >30% on housing,Tennessee,pct,34
2008,economic,spend >30% on housing,Tennessee,rank,18
2009,economic,spend >30% on housing,Tennessee,rank,17
2010,economic,spend >30% on housing,Tennessee,rank,26
2011,economic,spend >30% on housing,Tennessee,rank,18
2012,economic,spend >30% on housing,Tennessee,rank,23
2008,economic,children in poverty,Tennessee,count,316000
2009,economic,children in poverty,Tennessee,count,350000
2010,economic,children in poverty,Tennessee,count,377000
2011,economic,children in poverty,Tennessee,count,386000
2012,economic,children in poverty,Tennessee,count,379000
2008,economic,children in poverty,Tennessee,pct,22
2009,economic,children in poverty,Tennessee,pct,24
2010,economic,children in poverty,Tennessee,pct,26
2011,economic,children in poverty,Tennessee,pct,26
2012,economic,children in poverty,Tennessee,pct,26
2008,economic,children in poverty,Tennessee,rank,40
2009,economic,children in poverty,Tennessee,rank,41
2010,economic,children in poverty,Tennessee,rank,42
2011,economic,children in poverty,Tennessee,rank,38
2012,economic,children in poverty,Tennessee,rank,39
2008,economic,parents without full-time employment,Tennessee,count,441000
2009,economic,parents without full-time employment,Tennessee,count,517000
2010,economic,parents without full-time employment,Tennessee,count,556000
2011,economic,parents without full-time employment,Tennessee,count,513000
2012,economic,parents without full-time employment,Tennessee,count,496000
2008,economic,parents without full-time employment,Tennessee,pct,30
2009,economic,parents without full-time employment,Tennessee,pct,35
2010,economic,parents without full-time employment,Tennessee,pct,37
2011,economic,parents without full-time employment,Tennessee,pct,34
2012,economic,parents without full-time employment,Tennessee,pct,33
2008,economic,parents without full-time employment,Tennessee,rank,38
2009,economic,parents without full-time employment,Tennessee,rank,44
2010,economic,parents without full-time employment,Tennessee,rank,43
2011,economic,parents without full-time employment,Tennessee,rank,33
2012,economic,parents without full-time employment,Tennessee,rank,31
2008,economic,teens not attending school,Tennessee,count,32000
2009,economic,teens not attending school,Tennessee,count,35000
2010,economic,teens not attending school,Tennessee,count,35000
2011,economic,teens not attending school,Tennessee,count,32000
2012,economic,teens not attending school,Tennessee,count,31000
2008,economic,teens not attending school,Tennessee,pct,9
2009,economic,teens not attending school,Tennessee,pct,10
2010,economic,teens not attending school,Tennessee,pct,10
2011,economic,teens not attending school,Tennessee,pct,9
2012,economic,teens not attending school,Tennessee,pct,9
2008,economic,teens not attending school,Tennessee,rank,34
2009,economic,teens not attending school,Tennessee,rank,33
2010,economic,teens not attending school,Tennessee,rank,34
2011,economic,teens not attending school,Tennessee,rank,28
2012,economic,teens not attending school,Tennessee,rank,30
2008,economic,spend >30% on housing,Texas,count,2382000
2009,economic,spend >30% on housing,Texas,count,2509000
2010,economic,spend >30% on housing,Texas,count,2560000
2011,economic,spend >30% on housing,Texas,count,2525000
2012,economic,spend >30% on housing,Texas,count,2405000
2008,economic,spend >30% on housing,Texas,pct,35
2009,economic,spend >30% on housing,Texas,pct,36
2010,economic,spend >30% on housing,Texas,pct,37
2011,economic,spend >30% on housing,Texas,pct,36
2012,economic,spend >30% on housing,Texas,pct,34
2008,economic,spend >30% on housing,Texas,rank,27
2009,economic,spend >30% on housing,Texas,rank,26
2010,economic,spend >30% on housing,Texas,rank,26
2011,economic,spend >30% on housing,Texas,rank,23
2012,economic,spend >30% on housing,Texas,rank,23
2008,economic,children in poverty,Texas,count,1498000
2009,economic,children in poverty,Texas,count,1661000
2010,economic,children in poverty,Texas,count,1751000
2011,economic,children in poverty,Texas,count,1829000
2012,economic,children in poverty,Texas,count,1777000
2008,economic,children in poverty,Texas,pct,23
2009,economic,children in poverty,Texas,pct,24
2010,economic,children in poverty,Texas,pct,26
2011,economic,children in poverty,Texas,pct,27
2012,economic,children in poverty,Texas,pct,26
2008,economic,children in poverty,Texas,rank,43
2009,economic,children in poverty,Texas,rank,41
2010,economic,children in poverty,Texas,rank,42
2011,economic,children in poverty,Texas,rank,42
2012,economic,children in poverty,Texas,rank,39
2008,economic,parents without full-time employment,Texas,count,1775000
2009,economic,parents without full-time employment,Texas,count,2063000
2010,economic,parents without full-time employment,Texas,count,2169000
2011,economic,parents without full-time employment,Texas,count,2112000
2012,economic,parents without full-time employment,Texas,count,2087000
2008,economic,parents without full-time employment,Texas,pct,26
2009,economic,parents without full-time employment,Texas,pct,30
2010,economic,parents without full-time employment,Texas,pct,31
2011,economic,parents without full-time employment,Texas,pct,30
2012,economic,parents without full-time employment,Texas,pct,30
2008,economic,parents without full-time employment,Texas,rank,17
2009,economic,parents without full-time employment,Texas,rank,22
2010,economic,parents without full-time employment,Texas,rank,19
2011,economic,parents without full-time employment,Texas,rank,17
2012,economic,parents without full-time employment,Texas,rank,20
2008,economic,teens not attending school,Texas,count,119000
2009,economic,teens not attending school,Texas,count,143000
2010,economic,teens not attending school,Texas,count,144000
2011,economic,teens not attending school,Texas,count,139000
2012,economic,teens not attending school,Texas,count,129000
2008,economic,teens not attending school,Texas,pct,8
2009,economic,teens not attending school,Texas,pct,10
2010,economic,teens not attending school,Texas,pct,9
2011,economic,teens not attending school,Texas,pct,9
2012,economic,teens not attending school,Texas,pct,9
2008,economic,teens not attending school,Texas,rank,21
2009,economic,teens not attending school,Texas,rank,33
2010,economic,teens not attending school,Texas,rank,25
2011,economic,teens not attending school,Texas,rank,28
2012,economic,teens not attending school,Texas,rank,30
2008,economic,spend >30% on housing,Utah,count,294000
2009,economic,spend >30% on housing,Utah,count,310000
2010,economic,spend >30% on housing,Utah,count,327000
2011,economic,spend >30% on housing,Utah,count,323000
2012,economic,spend >30% on housing,Utah,count,302000
2008,economic,spend >30% on housing,Utah,pct,35
2009,economic,spend >30% on housing,Utah,pct,36
2010,economic,spend >30% on housing,Utah,pct,37
2011,economic,spend >30% on housing,Utah,pct,37
2012,economic,spend >30% on housing,Utah,pct,34
2008,economic,spend >30% on housing,Utah,rank,27
2009,economic,spend >30% on housing,Utah,rank,26
2010,economic,spend >30% on housing,Utah,rank,26
2011,economic,spend >30% on housing,Utah,rank,27
2012,economic,spend >30% on housing,Utah,rank,23
2008,economic,children in poverty,Utah,count,88000
2009,economic,children in poverty,Utah,count,105000
2010,economic,children in poverty,Utah,count,136000
2011,economic,children in poverty,Utah,count,138000
2012,economic,children in poverty,Utah,count,132000
2008,economic,children in poverty,Utah,pct,11
2009,economic,children in poverty,Utah,pct,12
2010,economic,children in poverty,Utah,pct,16
2011,economic,children in poverty,Utah,pct,16
2012,economic,children in poverty,Utah,pct,15
2008,economic,children in poverty,Utah,rank,4
2009,economic,children in poverty,Utah,rank,2
2010,economic,children in poverty,Utah,rank,11
2011,economic,children in poverty,Utah,rank,11
2012,economic,children in poverty,Utah,rank,4
2008,economic,parents without full-time employment,Utah,count,157000
2009,economic,parents without full-time employment,Utah,count,195000
2010,economic,parents without full-time employment,Utah,count,212000
2011,economic,parents without full-time employment,Utah,count,219000
2012,economic,parents without full-time employment,Utah,count,206000
2008,economic,parents without full-time employment,Utah,pct,19
2009,economic,parents without full-time employment,Utah,pct,22
2010,economic,parents without full-time employment,Utah,pct,24
2011,economic,parents without full-time employment,Utah,pct,25
2012,economic,parents without full-time employment,Utah,pct,23
2008,economic,parents without full-time employment,Utah,rank,1
2009,economic,parents without full-time employment,Utah,rank,2
2010,economic,parents without full-time employment,Utah,rank,4
2011,economic,parents without full-time employment,Utah,rank,7
2012,economic,parents without full-time employment,Utah,rank,3
2008,economic,teens not attending school,Utah,count,10000
2009,economic,teens not attending school,Utah,count,15000
2010,economic,teens not attending school,Utah,count,17000
2011,economic,teens not attending school,Utah,count,15000
2012,economic,teens not attending school,Utah,count,14000
2008,economic,teens not attending school,Utah,pct,6
2009,economic,teens not attending school,Utah,pct,9
2010,economic,teens not attending school,Utah,pct,9
2011,economic,teens not attending school,Utah,pct,8
2012,economic,teens not attending school,Utah,pct,8
2008,economic,teens not attending school,Utah,rank,8
2009,economic,teens not attending school,Utah,rank,23
2010,economic,teens not attending school,Utah,rank,25
2011,economic,teens not attending school,Utah,rank,20
2012,economic,teens not attending school,Utah,rank,19
2008,economic,spend >30% on housing,Vermont,count,
2009,economic,spend >30% on housing,Vermont,count,
2010,economic,spend >30% on housing,Vermont,count,
2011,economic,spend >30% on housing,Vermont,count,
2012,economic,spend >30% on housing,Vermont,count,
2008,economic,spend >30% on housing,Vermont,pct,
2009,economic,spend >30% on housing,Vermont,pct,
2010,economic,spend >30% on housing,Vermont,pct,
2011,economic,spend >30% on housing,Vermont,pct,
2012,economic,spend >30% on housing,Vermont,pct,
2008,economic,spend >30% on housing,Vermont,rank,
2009,economic,spend >30% on housing,Vermont,rank,
2010,economic,spend >30% on housing,Vermont,rank,
2011,economic,spend >30% on housing,Vermont,rank,
2012,economic,spend >30% on housing,Vermont,rank,
2008,economic,children in poverty,Vermont,count,17000
2009,economic,children in poverty,Vermont,count,16000
2010,economic,children in poverty,Vermont,count,21000
2011,economic,children in poverty,Vermont,count,18000
2012,economic,children in poverty,Vermont,count,19000
2008,economic,children in poverty,Vermont,pct,13
2009,economic,children in poverty,Vermont,pct,13
2010,economic,children in poverty,Vermont,pct,17
2011,economic,children in poverty,Vermont,pct,15
2012,economic,children in poverty,Vermont,pct,15
2008,economic,children in poverty,Vermont,rank,10
2009,economic,children in poverty,Vermont,rank,5
2010,economic,children in poverty,Vermont,rank,14
2011,economic,children in poverty,Vermont,rank,3
2012,economic,children in poverty,Vermont,rank,4
2008,economic,parents without full-time employment,Vermont,count,36000
2009,economic,parents without full-time employment,Vermont,count,36000
2010,economic,parents without full-time employment,Vermont,count,41000
2011,economic,parents without full-time employment,Vermont,count,36000
2012,economic,parents without full-time employment,Vermont,count,35000
2008,economic,parents without full-time employment,Vermont,pct,28
2009,economic,parents without full-time employment,Vermont,pct,28
2010,economic,parents without full-time employment,Vermont,pct,31
2011,economic,parents without full-time employment,Vermont,pct,29
2012,economic,parents without full-time employment,Vermont,pct,28
2008,economic,parents without full-time employment,Vermont,rank,26
2009,economic,parents without full-time employment,Vermont,rank,15
2010,economic,parents without full-time employment,Vermont,rank,19
2011,economic,parents without full-time employment,Vermont,rank,14
2012,economic,parents without full-time employment,Vermont,rank,13
2008,economic,teens not attending school,Vermont,count,2000
2009,economic,teens not attending school,Vermont,count,3000
2010,economic,teens not attending school,Vermont,count,1000
2011,economic,teens not attending school,Vermont,count,2000
2012,economic,teens not attending school,Vermont,count,1000
2008,economic,teens not attending school,Vermont,pct,6
2009,economic,teens not attending school,Vermont,pct,7
2010,economic,teens not attending school,Vermont,pct,4
2011,economic,teens not attending school,Vermont,pct,6
2012,economic,teens not attending school,Vermont,pct,4
2008,economic,teens not attending school,Vermont,rank,8
2009,economic,teens not attending school,Vermont,rank,8
2010,economic,teens not attending school,Vermont,rank,1
2011,economic,teens not attending school,Vermont,rank,6
2012,economic,teens not attending school,Vermont,rank,1
2008,economic,spend >30% on housing,Virginia,count,688000
2009,economic,spend >30% on housing,Virginia,count,712000
2010,economic,spend >30% on housing,Virginia,count,689000
2011,economic,spend >30% on housing,Virginia,count,683000
2012,economic,spend >30% on housing,Virginia,count,657000
2008,economic,spend >30% on housing,Virginia,pct,38
2009,economic,spend >30% on housing,Virginia,pct,39
2010,economic,spend >30% on housing,Virginia,pct,37
2011,economic,spend >30% on housing,Virginia,pct,37
2012,economic,spend >30% on housing,Virginia,pct,35
2008,economic,spend >30% on housing,Virginia,rank,31
2009,economic,spend >30% on housing,Virginia,rank,32
2010,economic,spend >30% on housing,Virginia,rank,26
2011,economic,spend >30% on housing,Virginia,rank,27
2012,economic,spend >30% on housing,Virginia,rank,29
2008,economic,children in poverty,Virginia,count,247000
2009,economic,children in poverty,Virginia,count,253000
2010,economic,children in poverty,Virginia,count,265000
2011,economic,children in poverty,Virginia,count,280000
2012,economic,children in poverty,Virginia,count,279000
2008,economic,children in poverty,Virginia,pct,14
2009,economic,children in poverty,Virginia,pct,14
2010,economic,children in poverty,Virginia,pct,14
2011,economic,children in poverty,Virginia,pct,15
2012,economic,children in poverty,Virginia,pct,15
2008,economic,children in poverty,Virginia,rank,14
2009,economic,children in poverty,Virginia,rank,11
2010,economic,children in poverty,Virginia,rank,5
2011,economic,children in poverty,Virginia,rank,3
2012,economic,children in poverty,Virginia,rank,4
2008,economic,parents without full-time employment,Virginia,count,423000
2009,economic,parents without full-time employment,Virginia,count,464000
2010,economic,parents without full-time employment,Virginia,count,480000
2011,economic,parents without full-time employment,Virginia,count,472000
2012,economic,parents without full-time employment,Virginia,count,465000
2008,economic,parents without full-time employment,Virginia,pct,23
2009,economic,parents without full-time employment,Virginia,pct,25
2010,economic,parents without full-time employment,Virginia,pct,26
2011,economic,parents without full-time employment,Virginia,pct,25
2012,economic,parents without full-time employment,Virginia,pct,25
2008,economic,parents without full-time employment,Virginia,rank,10
2009,economic,parents without full-time employment,Virginia,rank,8
2010,economic,parents without full-time employment,Virginia,rank,8
2011,economic,parents without full-time employment,Virginia,rank,7
2012,economic,parents without full-time employment,Virginia,rank,8
2008,economic,teens not attending school,Virginia,count,29000
2009,economic,teens not attending school,Virginia,count,32000
2010,economic,teens not attending school,Virginia,count,34000
2011,economic,teens not attending school,Virginia,count,32000
2012,economic,teens not attending school,Virginia,count,31000
2008,economic,teens not attending school,Virginia,pct,7
2009,economic,teens not attending school,Virginia,pct,7
2010,economic,teens not attending school,Virginia,pct,7
2011,economic,teens not attending school,Virginia,pct,7
2012,economic,teens not attending school,Virginia,pct,7
2008,economic,teens not attending school,Virginia,rank,14
2009,economic,teens not attending school,Virginia,rank,8
2010,economic,teens not attending school,Virginia,rank,11
2011,economic,teens not attending school,Virginia,rank,12
2012,economic,teens not attending school,Virginia,rank,13
2008,economic,spend >30% on housing,Washington,count,635000
2009,economic,spend >30% on housing,Washington,count,653000
2010,economic,spend >30% on housing,Washington,count,674000
2011,economic,spend >30% on housing,Washington,count,649000
2012,economic,spend >30% on housing,Washington,count,617000
2008,economic,spend >30% on housing,Washington,pct,41
2009,economic,spend >30% on housing,Washington,pct,42
2010,economic,spend >30% on housing,Washington,pct,43
2011,economic,spend >30% on housing,Washington,pct,41
2012,economic,spend >30% on housing,Washington,pct,39
2008,economic,spend >30% on housing,Washington,rank,37
2009,economic,spend >30% on housing,Washington,rank,40
2010,economic,spend >30% on housing,Washington,rank,40
2011,economic,spend >30% on housing,Washington,rank,37
2012,economic,spend >30% on housing,Washington,rank,40
2008,economic,children in poverty,Washington,count,217000
2009,economic,children in poverty,Washington,count,251000
2010,economic,children in poverty,Washington,count,284000
2011,economic,children in poverty,Washington,count,283000
2012,economic,children in poverty,Washington,count,288000
2008,economic,children in poverty,Washington,pct,14
2009,economic,children in poverty,Washington,pct,16
2010,economic,children in poverty,Washington,pct,18
2011,economic,children in poverty,Washington,pct,18
2012,economic,children in poverty,Washington,pct,19
2008,economic,children in poverty,Washington,rank,14
2009,economic,children in poverty,Washington,rank,15
2010,economic,children in poverty,Washington,rank,16
2011,economic,children in poverty,Washington,rank,16
2012,economic,children in poverty,Washington,rank,20
2008,economic,parents without full-time employment,Washington,count,400000
2009,economic,parents without full-time employment,Washington,count,486000
2010,economic,parents without full-time employment,Washington,count,507000
2011,economic,parents without full-time employment,Washington,count,517000
2012,economic,parents without full-time employment,Washington,count,492000
2008,economic,parents without full-time employment,Washington,pct,26
2009,economic,parents without full-time employment,Washington,pct,31
2010,economic,parents without full-time employment,Washington,pct,32
2011,economic,parents without full-time employment,Washington,pct,33
2012,economic,parents without full-time employment,Washington,pct,31
2008,economic,parents without full-time employment,Washington,rank,17
2009,economic,parents without full-time employment,Washington,rank,25
2010,economic,parents without full-time employment,Washington,rank,26
2011,economic,parents without full-time employment,Washington,rank,28
2012,economic,parents without full-time employment,Washington,rank,26
2008,economic,teens not attending school,Washington,count,29000
2009,economic,teens not attending school,Washington,count,32000
2010,economic,teens not attending school,Washington,count,30000
2011,economic,teens not attending school,Washington,count,33000
2012,economic,teens not attending school,Washington,count,29000
2008,economic,teens not attending school,Washington,pct,8
2009,economic,teens not attending school,Washington,pct,9
2010,economic,teens not attending school,Washington,pct,8
2011,economic,teens not attending school,Washington,pct,9
2012,economic,teens not attending school,Washington,pct,8
2008,economic,teens not attending school,Washington,rank,21
2009,economic,teens not attending school,Washington,rank,23
2010,economic,teens not attending school,Washington,rank,16
2011,economic,teens not attending school,Washington,rank,28
2012,economic,teens not attending school,Washington,rank,19
2008,economic,spend >30% on housing,West Virginia,count,95000
2009,economic,spend >30% on housing,West Virginia,count,98000
2010,economic,spend >30% on housing,West Virginia,count,104000
2011,economic,spend >30% on housing,West Virginia,count,102000
2012,economic,spend >30% on housing,West Virginia,count,91000
2008,economic,spend >30% on housing,West Virginia,pct,25
2009,economic,spend >30% on housing,West Virginia,pct,25
2010,economic,spend >30% on housing,West Virginia,pct,27
2011,economic,spend >30% on housing,West Virginia,pct,26
2012,economic,spend >30% on housing,West Virginia,pct,24
2008,economic,spend >30% on housing,West Virginia,rank,3
2009,economic,spend >30% on housing,West Virginia,rank,4
2010,economic,spend >30% on housing,West Virginia,rank,4
2011,economic,spend >30% on housing,West Virginia,rank,3
2012,economic,spend >30% on housing,West Virginia,rank,4
2008,economic,children in poverty,West Virginia,count,87000
2009,economic,children in poverty,West Virginia,count,89000
2010,economic,children in poverty,West Virginia,count,96000
2011,economic,children in poverty,West Virginia,count,98000
2012,economic,children in poverty,West Virginia,count,92000
2008,economic,children in poverty,West Virginia,pct,23
2009,economic,children in poverty,West Virginia,pct,24
2010,economic,children in poverty,West Virginia,pct,25
2011,economic,children in poverty,West Virginia,pct,26
2012,economic,children in poverty,West Virginia,pct,25
2008,economic,children in poverty,West Virginia,rank,43
2009,economic,children in poverty,West Virginia,rank,41
2010,economic,children in poverty,West Virginia,rank,38
2011,economic,children in poverty,West Virginia,rank,38
2012,economic,children in poverty,West Virginia,rank,36
2008,economic,parents without full-time employment,West Virginia,count,122000
2009,economic,parents without full-time employment,West Virginia,count,135000
2010,economic,parents without full-time employment,West Virginia,count,144000
2011,economic,parents without full-time employment,West Virginia,count,137000
2012,economic,parents without full-time employment,West Virginia,count,132000
2008,economic,parents without full-time employment,West Virginia,pct,32
2009,economic,parents without full-time employment,West Virginia,pct,35
2010,economic,parents without full-time employment,West Virginia,pct,37
2011,economic,parents without full-time employment,West Virginia,pct,35
2012,economic,parents without full-time employment,West Virginia,pct,34
2008,economic,parents without full-time employment,West Virginia,rank,45
2009,economic,parents without full-time employment,West Virginia,rank,44
2010,economic,parents without full-time employment,West Virginia,rank,43
2011,economic,parents without full-time employment,West Virginia,rank,37
2012,economic,parents without full-time employment,West Virginia,rank,37
2008,economic,teens not attending school,West Virginia,count,10000
2009,economic,teens not attending school,West Virginia,count,14000
2010,economic,teens not attending school,West Virginia,count,14000
2011,economic,teens not attending school,West Virginia,count,11000
2012,economic,teens not attending school,West Virginia,count,8000
2008,economic,teens not attending school,West Virginia,pct,10
2009,economic,teens not attending school,West Virginia,pct,15
2010,economic,teens not attending school,West Virginia,pct,14
2011,economic,teens not attending school,West Virginia,pct,11
2012,economic,teens not attending school,West Virginia,pct,9
2008,economic,teens not attending school,West Virginia,rank,39
2009,economic,teens not attending school,West Virginia,rank,50
2010,economic,teens not attending school,West Virginia,rank,48
2011,economic,teens not attending school,West Virginia,rank,42
2012,economic,teens not attending school,West Virginia,rank,30
2008,economic,spend >30% on housing,Wisconsin,count,439000
2009,economic,spend >30% on housing,Wisconsin,count,457000
2010,economic,spend >30% on housing,Wisconsin,count,478000
2011,economic,spend >30% on housing,Wisconsin,count,464000
2012,economic,spend >30% on housing,Wisconsin,count,407000
2008,economic,spend >30% on housing,Wisconsin,pct,34
2009,economic,spend >30% on housing,Wisconsin,pct,35
2010,economic,spend >30% on housing,Wisconsin,pct,36
2011,economic,spend >30% on housing,Wisconsin,pct,35
2012,economic,spend >30% on housing,Wisconsin,pct,31
2008,economic,spend >30% on housing,Wisconsin,rank,22
2009,economic,spend >30% on housing,Wisconsin,rank,22
2010,economic,spend >30% on housing,Wisconsin,rank,23
2011,economic,spend >30% on housing,Wisconsin,rank,18
2012,economic,spend >30% on housing,Wisconsin,rank,13
2008,economic,children in poverty,Wisconsin,count,172000
2009,economic,children in poverty,Wisconsin,count,214000
2010,economic,children in poverty,Wisconsin,count,250000
2011,economic,children in poverty,Wisconsin,count,237000
2012,economic,children in poverty,Wisconsin,count,235000
2008,economic,children in poverty,Wisconsin,pct,13
2009,economic,children in poverty,Wisconsin,pct,17
2010,economic,children in poverty,Wisconsin,pct,19
2011,economic,children in poverty,Wisconsin,pct,18
2012,economic,children in poverty,Wisconsin,pct,18
2008,economic,children in poverty,Wisconsin,rank,10
2009,economic,children in poverty,Wisconsin,rank,18
2010,economic,children in poverty,Wisconsin,rank,22
2011,economic,children in poverty,Wisconsin,rank,16
2012,economic,children in poverty,Wisconsin,rank,17
2008,economic,parents without full-time employment,Wisconsin,count,287000
2009,economic,parents without full-time employment,Wisconsin,count,356000
2010,economic,parents without full-time employment,Wisconsin,count,402000
2011,economic,parents without full-time employment,Wisconsin,count,378000
2012,economic,parents without full-time employment,Wisconsin,count,362000
